S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu533	1	1	0	5	0	0	0	0	0	171	7	1	44
otu534	39	0	22	27	14	46	2	9	53	0	2	26	0
otu535	0	0	0	374	0	0	0	0	0	3	7	0	3
otu536	0	1	0	0	5	0	41	27	104	0	2	26	0
otu537	134	0	21	1	9	16	0	1	6	0	6	6	0
otu538	18	0	50	109	0	2	0	0	0	1	1	16	1
otu539	32	30	8	5	29	69	0	2	3	0	0	18	0
otu540	59	90	21	13	1	30	0	0	0	0	0	0	0
otu541	0	0	0	313	0	0	0	0	0	3	11	1	10
otu542	61	36	17	61	2	9	1	7	13	0	2	7	4
otu543	0	0	0	0	2	1	6	104	126	0	0	2	0
otu544	33	3	11	1	14	63	7	14	50	2	0	9	0
otu545	0	0	0	22	0	0	0	0	0	5	0	0	151
otu546	9	0	0	0	2	2	50	44	103	0	0	3	1
otu547	54	120	0	3	1	23	0	0	0	8	0	0	0
otu548	26	44	18	118	1	3	0	0	0	13	81	23	4
otu551	11	1	0	0	4	2	47	37	74	0	1	18	0
otu552	26	0	3	2	23	12	39	96	166	0	10	88	0
otu553	42	1	63	14	20	25	0	0	0	0	2	40	2
otu554	22	0	9	213	10	39	0	0	1	1	3	10	7
otu555	37	153	0	17	10	3	0	1	36	0	2	1	0
otu557	0	0	13	170	0	0	0	0	0	1	1	1	14
otu558	15	12	3	31	39	38	1	1	26	0	1	33	0
otu559	1	0	0	158	5	1	0	0	0	21	33	1	5
otu560	75	2	63	1	30	88	12	70	70	0	8	91	2
otu561	0	0	0	0	0	2	89	65	41	0	0	0	0
otu562	0	0	0	46	0	0	0	0	0	167	3	0	21
otu563	24	5	5	10	31	102	0	0	0	0	2	17	0
otu564	0	0	0	0	4	9	193	24	31	0	1	11	0
otu565	8	0	1	172	0	0	0	0	1	6	4	0	6
otu566	25	2	25	0	6	73	5	20	73	1	7	10	0
otu567	34	2	6	1	29	74	1	36	118	0	2	27	0
otu568	2	0	3	0	3	5	80	34	95	0	0	42	0
otu569	1	0	0	0	9	2	7	16	227	0	0	61	0
otu570	32	36	16	141	0	10	0	0	0	1	1	3	2
otu571	19	4	9	98	5	21	0	0	0	6	33	2	7
otu573	11	0	0	6	6	5	48	20	93	0	10	31	1
otu574	4	0	0	175	0	0	0	0	0	3	0	0	21
otu575	12	0	0	168	0	0	0	0	0	48	35	0	22
otu576	26	8	10	60	18	52	0	0	0	0	10	29	3
otu577	5	1	6	1	8	15	0	59	47	0	3	41	0
otu578	81	85	53	110	2	1	0	0	1	1	4	22	11
otu579	0	0	0	0	0	0	35	25	122	0	0	0	0
otu580	2	0	0	0	0	0	213	71	33	0	0	17	0
otu581	10	45	19	3	0	115	0	0	0	2	2	1	0
otu582	0	0	0	162	0	0	0	0	0	15	6	0	8
otu583	14	0	1	0	33	74	0	23	5	0	5	64	0
otu585	0	0	0	0	4	1	6	45	108	0	14	33	0
otu586	34	28	24	80	0	6	0	1	0	0	11	1	7
otu587	0	0	17	135	0	0	0	0	0	1	1	3	41
otu588	15	0	12	2	5	1	1	5	40	1	17	77	0
otu589	20	4	26	30	24	90	0	0	0	0	0	10	0
otu590	107	21	14	17	7	27	1	0	0	0	0	21	0
otu591	22	3	23	64	9	28	0	0	4	0	13	19	3
otu592	30	28	6	53	2	29	0	3	16	0	7	18	2
otu593	37	2	5	18	32	71	0	0	0	0	0	22	0
otu594	30	4	18	45	4	26	12	15	52	0	4	23	31
otu595	43	39	8	30	6	28	0	0	0	0	16	22	4
otu596	2	0	12	67	5	3	6	21	40	2	44	55	5
otu597	34	8	32	44	4	15	4	0	4	0	16	23	4
otu598	27	3	2	5	2	13	10	25	12	5	45	26	0
otu599	7	0	3	1	9	25	12	18	116	0	0	30	0
otu600	4	0	0	0	2	0	134	59	6	0	0	22	0
otu601	69	18	18	0	5	27	1	8	18	0	13	9	0
otu602	38	17	11	37	6	56	0	1	2	0	0	17	3
otu603	0	0	0	19	0	0	0	0	0	156	21	0	0
otu604	0	0	0	0	0	0	143	53	5	0	0	0	0
otu606	13	12	8	116	1	8	0	1	0	1	0	7	9
otu608	18	2	5	1	6	19	8	27	62	0	3	31	0
otu609	35	19	9	65	3	27	0	0	0	0	3	15	0
otu610	50	33	11	26	22	36	0	0	7	1	6	29	0
otu611	0	0	2	131	0	0	0	0	0	16	6	5	28
otu612	28	8	12	46	16	21	2	11	23	1	23	46	8
otu613	4	0	0	19	59	38	2	3	39	0	0	11	0
otu614	24	1	3	15	29	20	14	10	44	4	72	118	1
otu615	15	0	0	0	22	37	80	91	144	0	0	17	0
otu616	1	0	3	0	0	0	104	125	75	0	9	33	0
otu617	4	0	0	174	0	0	0	0	0	0	0	1	0
otu618	62	8	36	32	23	21	0	0	0	0	0	21	0
otu619	26	0	6	1	19	4	7	9	31	0	13	69	0
otu620	23	0	15	7	11	32	0	11	87	0	2	15	1
otu621	0	8	0	145	0	20	2	4	1	0	3	7	4
otu622	23	11	12	4	3	0	21	22	105	0	3	17	9
otu623	11	1	8	74	8	19	0	0	0	0	25	15	13
otu624	48	31	10	16	30	62	6	45	126	0	15	69	5
otu625	9	0	0	2	40	24	113	83	161	0	17	75	0
otu626	11	0	27	116	0	0	0	0	0	0	6	2	21
otu627	1	0	3	53	0	0	0	0	0	3	8	2	104
otu628	12	17	15	66	2	28	0	7	8	0	14	9	3
otu629	23	0	3	4	10	27	9	35	32	0	26	57	1
otu630	55	3	5	10	3	35	5	27	47	0	10	21	1
otu631	29	25	10	74	5	25	0	0	0	16	5	1	2
otu632	13	3	9	28	6	4	7	15	59	2	39	45	69
otu633	8	0	0	23	9	9	11	15	24	1	24	81	3
otu634	48	0	9	55	3	23	0	1	0	0	1	29	8
otu635	67	0	6	0	1	8	0	6	89	0	0	5	0
otu636	0	0	0	0	0	0	0	0	0	1	3	0	167
otu637	7	1	1	0	13	3	35	29	35	1	6	46	0
otu638	152	14	7	7	0	4	0	0	0	0	0	0	0
otu639	0	0	0	0	0	0	69	46	89	0	0	3	0
otu640	0	0	0	0	0	0	0	15	180	0	0	0	0
otu641	36	8	19	54	3	5	0	1	0	0	27	25	16
otu642	25	0	2	1	3	0	9	18	73	1	16	79	0
otu643	2	5	3	112	0	0	0	0	0	16	18	4	10
otu644	32	35	14	52	4	51	0	0	0	0	2	5	0
otu645	0	0	3	89	0	0	0	0	0	23	19	0	47
otu647	26	1	3	7	10	23	42	4	224	0	0	12	11
otu648	5	0	2	0	1	0	46	71	29	1	8	34	0
otu650	12	1	9	47	4	8	0	0	0	1	28	23	40
otu651	40	1	24	5	2	1	27	7	47	0	4	9	0
otu652	26	13	19	55	13	23	0	0	0	0	0	27	0
otu653	24	0	5	7	11	10	0	14	71	0	3	44	0
otu654	0	0	3	142	1	0	0	0	0	4	22	2	1
otu655	2	1	15	90	0	0	0	0	0	1	0	0	61
otu656	31	1	10	3	32	48	0	0	0	0	1	40	0
otu657	1	1	5	172	1	0	0	0	0	0	4	0	1
otu659	0	0	0	0	1	2	34	37	74	0	0	7	0
otu660	10	0	0	0	0	25	5	14	133	0	1	4	0
otu661	23	4	35	18	20	25	0	2	3	0	12	29	0
otu662	2	0	19	0	0	0	0	0	0	0	0	2	189
otu663	0	0	0	40	0	0	0	0	0	92	3	0	29
otu664	0	0	0	11	0	0	0	0	0	88	2	0	67
otu665	8	0	8	1	22	7	19	58	77	0	0	26	0
otu666	35	5	5	10	25	55	0	0	0	0	9	23	0
otu667	18	13	5	24	3	5	25	6	38	1	11	26	12
otu668	1	0	0	82	0	0	0	0	0	11	14	0	66
otu669	1	11	0	79	4	29	0	0	0	1	16	20	0
otu670	1	0	0	147	1	0	0	0	0	4	2	0	4
otu671	0	0	0	52	0	0	0	0	0	64	26	0	63
otu672	2	7	8	124	0	0	0	0	0	2	1	0	16
otu673	12	24	3	0	0	0	104	68	2	0	0	0	0
otu674	25	29	11	54	3	10	2	0	0	1	17	20	9
otu675	0	0	0	44	0	0	0	0	0	6	2	0	103
otu676	0	0	0	38	0	0	0	0	0	1	11	1	213
otu677	0	0	0	6	0	0	0	0	0	109	39	0	12
otu678	27	67	0	26	1	33	0	0	16	0	6	3	13
otu679	3	0	0	0	10	6	11	44	77	0	5	25	0
otu680	1	0	5	59	0	0	0	0	0	0	1	0	109
otu681	2	1	0	0	7	0	10	136	219	0	0	65	0
otu682	18	0	3	31	20	57	0	2	9	0	0	38	0
otu683	20	0	9	6	3	15	6	13	42	0	14	27	3
otu684	13	7	5	1	18	78	0	5	12	0	1	16	0
otu685	0	0	0	0	0	1	1	66	96	0	4	6	0
otu686	0	0	26	117	1	11	0	0	0	0	1	1	0
otu687	11	0	2	23	20	40	0	0	6	0	0	43	0
otu688	0	0	12	64	0	0	0	0	0	6	5	1	76
otu689	5	2	9	154	1	0	0	0	0	0	0	2	0
otu690	0	0	12	5	0	0	0	0	0	0	1	3	140
otu691	35	32	7	40	7	30	0	0	0	0	2	22	3
otu692	1	0	0	0	3	3	56	30	33	0	4	18	0
otu693	29	1	6	12	5	2	21	20	42	0	1	44	0
otu694	32	35	6	2	7	63	0	2	8	1	3	9	0
otu695	10	1	3	2	11	2	59	15	50	0	9	37	0
otu696	1	0	0	0	2	0	109	11	23	0	1	4	0
otu697	6	0	0	0	5	7	14	22	99	0	2	31	0
otu698	21	0	6	2	3	26	0	28	36	0	4	34	0
otu699	3	0	13	103	1	4	0	0	0	1	0	14	24
otu700	32	58	9	8	10	43	0	0	0	0	3	1	0
otu702	0	0	1	40	0	0	0	0	0	24	4	0	74
otu703	0	0	0	0	0	0	1	112	89	0	0	5	0
otu704	0	0	0	53	0	0	0	0	0	52	21	0	34
otu705	60	2	11	0	51	18	0	2	6	0	2	12	0
otu706	1	0	0	104	0	0	0	0	0	25	76	0	23
otu707	33	1	0	0	27	23	14	16	196	0	1	10	0
otu708	38	9	18	80	0	0	0	0	0	2	0	2	6
otu709	1	0	3	94	0	0	0	0	0	6	3	0	44
otu710	3	0	0	0	0	0	139	8	6	0	0	0	0
otu711	0	0	0	65	0	0	0	0	0	12	7	0	69
otu712	3	1	2	0	59	11	1	15	55	0	3	67	0
otu713	20	2	1	11	3	8	11	28	44	1	11	27	1
otu714	32	0	19	1	4	3	2	8	16	0	44	124	3
otu717	55	30	33	143	0	18	0	0	0	0	2	4	4
otu718	0	0	0	0	0	0	138	7	1	0	0	0	0
otu719	27	3	16	79	2	0	0	0	0	2	13	7	21
otu720	0	0	1	0	1	0	102	47	62	0	13	71	9
otu721	14	49	3	10	4	60	0	0	0	1	10	1	0
otu722	19	62	23	10	2	31	0	4	3	0	6	10	0
otu723	36	25	14	111	14	46	0	3	9	0	1	13	0
otu724	2	0	0	0	3	1	4	84	73	0	0	14	0
otu725	2	0	24	101	0	0	2	0	0	0	2	5	22
otu726	0	0	1	118	0	0	0	0	0	0	1	0	33
otu727	4	2	0	1	34	66	0	0	33	0	3	2	0
otu728	4	3	1	0	2	1	66	28	55	0	0	8	0
otu729	34	12	14	10	9	54	0	1	1	0	3	12	0
otu730	120	4	12	0	1	0	0	0	0	0	0	0	5
otu731	1	0	0	0	0	0	62	42	48	0	0	0	0
otu732	24	0	4	3	7	4	14	23	50	0	1	22	0
otu733	39	45	0	139	3	36	0	0	0	0	0	1	0
otu734	29	2	12	56	19	18	0	0	0	0	1	19	0
otu735	16	1	6	94	6	20	0	0	0	0	0	3	0
otu736	55	11	9	1	19	64	0	0	0	0	0	38	0
otu737	3	3	10	117	0	3	0	0	0	20	7	2	19
otu739	21	6	8	43	9	22	0	0	0	0	0	35	0
otu740	1	0	16	9	0	0	0	0	0	3	13	0	109
otu742	4	0	1	1	10	1	20	25	114	0	0	20	0
otu743	54	5	7	4	2	7	1	1	5	0	47	14	0
otu744	1	0	0	2	9	2	114	21	9	0	1	8	0
otu745	93	34	52	37	10	34	0	27	87	0	12	67	0
otu746	26	0	0	0	11	12	0	0	98	0	0	7	0
otu747	21	2	3	0	0	2	70	48	25	0	6	9	0
otu748	6	2	4	112	15	0	0	0	0	1	12	6	0
otu749	10	0	2	0	3	3	0	56	80	0	1	14	0
otu751	18	3	14	104	9	33	6	7	16	0	3	15	9
otu752	17	4	13	21	0	8	15	14	52	0	5	14	3
otu753	37	4	26	42	17	20	0	0	0	0	0	18	0
otu755	34	5	4	12	21	21	0	0	1	0	0	49	0
otu756	4	0	0	1	3	1	32	18	115	0	2	4	0
otu758	0	0	0	137	0	0	0	0	0	4	2	0	2
otu759	19	6	32	46	2	2	0	0	5	0	0	44	2
otu760	0	83	1	35	2	6	0	0	0	5	6	0	1
otu761	29	12	6	65	1	10	0	0	3	2	39	3	0
otu762	47	2	13	23	13	24	0	0	0	0	6	31	1
otu763	37	0	9	14	4	7	0	10	32	0	3	31	0
otu764	14	15	5	50	11	42	0	0	1	0	0	9	0
otu765	10	1	14	54	3	11	0	0	0	1	21	18	20
otu766	7	39	0	68	3	13	0	12	17	0	3	2	0
otu767	30	30	8	33	0	9	0	0	0	4	32	1	14
otu768	36	56	4	36	8	25	0	1	0	0	3	31	7
otu769	0	0	8	72	0	0	0	0	0	8	21	1	38
otu770	24	41	2	28	5	56	2	0	0	0	0	3	0
otu771	55	1	16	27	3	14	0	2	6	1	15	14	0
otu772	39	83	6	0	49	28	7	36	26	0	0	19	0
otu773	8	0	7	29	0	1	0	0	0	3	32	2	58
otu774	19	0	2	1	55	31	0	18	66	0	1	45	0
otu775	0	0	0	0	0	1	4	26	117	0	0	0	0
otu776	0	0	6	75	1	0	0	0	0	0	37	0	24
otu777	21	19	2	64	14	20	0	0	0	0	31	2	0
otu778	0	0	0	0	0	0	199	59	26	0	1	3	0
otu779	1	0	5	13	0	1	0	0	0	58	48	0	12
otu780	0	0	0	0	1	0	92	34	25	0	0	8	0
otu783	12	13	15	11	31	185	0	0	0	1	2	1	0
otu784	115	0	0	0	10	4	1	1	4	0	0	3	0
otu785	1	0	0	6	0	0	0	0	0	4	11	0	121
otu786	7	0	1	0	17	9	0	37	69	0	0	54	0
otu787	15	14	6	68	2	14	0	0	0	0	17	2	1
otu789	11	2	8	65	0	2	0	0	0	14	28	4	22
otu790	0	0	0	58	0	0	0	0	0	36	5	0	37
otu791	14	5	1	52	0	0	0	0	0	13	6	0	69
otu792	0	0	0	0	0	0	20	44	117	0	0	4	0
otu793	3	0	0	1	2	2	191	89	98	0	3	15	0
otu794	14	2	2	2	2	5	5	16	58	3	19	32	0
otu795	5	1	1	0	1	14	0	28	87	0	0	1	0
otu796	0	0	0	36	1	0	0	0	0	1	17	2	80
otu797	13	0	0	0	3	0	0	63	63	0	4	12	0
otu798	20	1	3	30	30	46	0	0	0	0	3	23	0
otu799	4	0	6	68	0	0	0	0	0	3	4	1	57
otu800	18	0	4	74	10	10	0	2	3	0	8	32	28
otu801	0	1	0	0	0	3	113	28	8	0	1	1	0
otu802	52	3	26	0	16	34	33	2	88	0	1	14	0
otu803	76	2	15	9	5	1	72	56	153	2	8	22	1
otu804	1	0	1	6	48	79	1	2	76	0	0	43	0
otu805	8	1	1	0	0	4	10	24	18	0	48	30	0
otu806	23	3	6	79	8	18	0	7	30	0	11	70	0
otu807	47	14	17	52	4	7	0	0	0	0	2	5	0
otu808	9	0	1	4	19	6	69	39	123	0	3	60	0
otu809	0	0	0	19	0	0	0	0	0	5	0	0	114
otu810	0	0	0	2	0	1	0	0	0	84	4	0	61
otu811	0	0	3	46	0	0	0	0	0	1	14	1	82
otu812	17	2	0	2	29	40	0	0	0	0	2	41	0
otu813	18	0	10	24	8	26	0	0	1	1	13	33	1
otu814	13	39	0	0	6	89	0	0	0	0	0	0	0
otu815	24	172	0	1	0	29	0	0	0	0	4	3	0
otu816	19	0	11	18	7	47	1	1	11	0	1	33	0
otu817	59	7	7	8	12	22	0	0	0	0	0	28	0
otu818	20	9	3	32	6	11	21	6	70	4	1	1	33
otu819	6	0	5	7	2	1	0	0	0	1	35	2	85
otu820	17	0	22	3	12	1	1	0	0	0	0	85	0
otu821	16	5	10	67	2	18	0	0	0	0	5	5	0
otu822	66	19	53	7	7	24	0	0	1	2	29	29	8
otu823	24	4	8	4	11	82	13	11	30	1	8	12	0
otu824	1	0	0	0	0	0	129	39	17	0	0	3	0
otu825	1	0	0	0	0	2	29	33	55	0	2	12	0
otu827	6	0	4	80	6	30	0	0	0	0	0	5	1
otu828	4	0	4	111	3	10	0	0	0	1	4	0	0
otu829	32	12	0	22	25	8	1	0	25	0	1	16	0
otu830	1	0	1	128	2	4	0	0	0	1	0	7	1
otu831	0	2	2	117	6	5	0	0	0	0	4	2	1
otu832	51	0	28	5	0	4	0	0	0	0	54	5	0
otu833	70	2	45	6	0	1	0	0	0	0	0	5	0
otu834	62	3	1	0	18	89	0	5	73	0	0	1	0
otu835	10	0	4	11	3	29	0	15	38	0	2	51	0
otu836	0	0	17	111	0	0	0	0	0	0	0	15	0
otu838	8	0	5	4	10	33	0	36	33	0	0	28	0
otu839	11	1	3	4	8	1	9	37	66	1	12	25	0
otu840	12	0	9	2	25	60	0	0	0	0	0	29	0
otu841	1	0	6	170	1	3	0	0	0	24	75	4	6
otu842	73	43	12	1	0	4	0	0	0	0	0	0	0
otu844	20	3	19	15	5	53	1	0	2	0	3	17	0
otu845	2	0	3	128	0	0	0	0	0	0	0	1	1
otu846	28	7	0	12	11	9	0	0	5	0	0	54	0
otu847	13	1	2	3	4	19	5	21	41	0	4	11	0
otu848	1	0	0	0	0	2	24	37	74	0	0	2	0
otu849	2	0	0	0	5	0	7	96	122	0	2	24	0
otu850	13	15	0	80	5	8	0	0	0	0	0	15	0
otu853	2	0	0	0	3	1	2	7	94	0	0	25	0
otu854	19	0	39	0	28	4	0	0	3	0	0	43	0
otu855	8	30	0	0	8	24	9	3	58	0	0	3	0
otu857	0	0	0	70	0	0	0	0	0	69	3	0	3
otu858	10	17	0	50	1	53	0	0	0	0	0	0	0
otu859	0	0	0	0	0	0	30	54	52	0	0	0	0
otu860	7	1	1	32	3	31	3	5	13	0	0	49	0
otu863	10	0	1	34	5	2	0	2	65	0	2	29	0
otu864	11	0	4	43	1	2	0	0	0	2	19	14	32
otu865	0	0	0	0	0	0	81	30	23	0	0	0	0
otu866	38	22	24	2	15	54	1	17	52	0	0	5	0
otu868	8	9	6	98	0	2	0	0	0	6	4	4	30
otu869	10	0	7	4	3	1	14	55	25	0	13	66	0
otu871	0	0	0	117	1	1	0	0	0	0	0	5	0
otu872	4	1	1	1	1	1	1	1	128	0	0	2	0
otu873	5	0	0	2	25	8	0	0	1	0	23	70	0
otu874	23	2	3	7	7	12	4	12	26	0	6	26	0
otu875	0	0	0	0	4	0	49	17	70	0	0	3	0
otu877	0	0	0	126	8	0	0	0	0	0	1	1	0
otu878	23	0	24	36	0	0	0	0	1	3	8	27	20
otu880	29	44	2	2	0	46	0	0	0	0	0	1	0
otu881	40	0	1	16	3	43	0	1	0	0	0	24	0
otu882	18	0	0	3	36	150	0	2	12	0	1	37	0
otu883	21	25	10	55	0	16	0	0	2	0	1	1	3
otu885	15	1	27	30	11	12	42	7	60	1	23	58	1
otu886	16	7	5	78	3	9	0	0	0	0	3	2	12
otu887	15	2	0	5	6	3	25	19	31	0	4	23	0
otu888	131	3	9	0	4	31	32	7	13	0	1	10	0
otu889	4	2	0	2	24	11	0	0	1	0	5	98	0
otu890	12	0	6	1	8	1	111	22	4	0	7	33	2
otu891	14	49	14	42	0	16	0	0	0	0	1	0	1
otu892	0	0	0	0	1	0	152	75	74	0	0	1	0
otu897	0	0	0	0	0	0	1	15	115	0	0	0	0
otu898	27	36	36	16	5	20	9	0	12	0	0	39	0
otu899	106	0	0	1	6	6	6	1	1	0	0	6	0
otu900	3	0	1	1	45	67	0	0	6	0	0	3	0
otu901	19	0	0	1	38	16	0	0	4	0	2	69	0
otu902	0	0	0	56	0	0	0	0	0	61	7	0	15
otu903	0	0	0	0	0	0	3	3	113	0	1	4	0
otu904	1	1	16	94	0	0	0	0	0	1	5	0	8
otu905	60	16	16	1	9	26	10	21	67	0	7	42	0
otu906	30	10	6	9	4	2	3	11	20	0	9	19	1
otu907	0	0	0	11	0	0	0	0	0	0	2	0	111
otu908	0	0	0	114	0	0	0	0	0	1	3	0	1
otu909	3	0	7	103	2	2	0	0	0	0	0	10	3
otu910	4	3	7	20	3	7	19	7	30	0	12	9	12
otu912	50	73	3	0	0	3	0	3	7	0	0	1	0
otu913	33	16	15	42	22	29	2	31	70	1	8	61	1
otu914	0	0	0	0	2	14	103	37	15	0	0	2	0
otu916	1	0	1	0	1	0	3	29	66	0	0	18	0
otu917	0	0	0	0	0	0	10	24	77	0	0	9	0
otu918	0	0	0	0	0	0	55	31	66	0	0	18	0
otu919	8	0	2	7	4	2	11	9	24	0	4	43	0
otu920	17	3	10	118	2	21	0	0	0	1	7	14	26
otu921	3	0	1	9	30	45	0	0	2	0	0	40	0
otu922	20	3	3	9	4	14	3	17	13	1	20	17	0
otu923	17	15	1	9	10	34	0	5	39	0	2	8	0
otu924	15	0	21	58	2	7	0	0	0	0	2	18	2
otu925	84	31	31	17	0	1	0	0	3	0	0	0	0
otu926	21	2	5	3	13	36	0	2	1	0	0	44	0
otu927	17	0	17	20	2	2	44	35	15	0	23	12	41
otu928	8	2	7	90	0	0	0	0	0	4	14	0	6
otu929	29	2	1	2	19	29	0	1	6	0	3	44	0
otu930	5	0	0	2	28	1	3	29	33	0	0	32	0
otu931	42	0	6	2	23	18	57	14	52	0	19	33	1
otu932	1	0	0	84	0	0	0	0	0	0	0	1	76
otu933	6	0	0	0	47	21	34	0	6	0	0	3	0
otu934	17	1	3	39	6	20	0	0	0	0	0	29	1
otu935	11	0	1	13	0	0	0	0	0	0	0	0	102
otu936	17	97	3	4	0	7	0	0	0	3	1	0	0
otu937	0	0	0	0	0	0	0	0	0	132	3	0	2
otu938	23	3	19	36	6	47	0	12	32	1	2	11	1
otu939	22	0	3	2	7	2	22	3	56	0	11	129	1
otu940	17	0	3	1	3	20	2	13	30	1	9	27	0
otu941	13	8	3	47	21	33	0	3	14	0	2	19	0
otu942	22	4	8	2	7	18	0	0	0	0	8	52	0
otu943	0	0	0	0	10	5	25	11	66	0	0	4	0
otu944	11	3	6	101	0	1	0	0	1	0	7	1	0
otu945	37	3	1	0	1	5	3	34	77	0	5	12	0
otu946	9	6	4	14	16	12	5	38	175	0	1	33	0
otu947	0	0	1	31	0	3	0	0	0	28	34	3	11
otu948	29	5	10	5	6	10	2	19	52	2	29	40	1
otu949	0	0	3	120	0	0	4	1	1	0	0	0	10
otu950	14	0	1	58	3	0	0	3	8	0	0	34	0
otu951	0	0	0	29	0	0	0	0	0	173	7	0	8
otu952	1	0	0	0	0	1	99	27	10	0	15	1	0
otu953	44	104	10	50	1	55	0	0	0	0	2	1	0
otu954	0	0	1	32	0	0	0	0	0	0	1	2	80
otu955	17	27	9	42	1	1	0	0	0	0	8	3	12
otu956	5	1	1	1	13	2	0	19	57	0	0	29	0
otu957	0	0	0	116	1	0	0	0	0	0	0	5	0
otu958	4	1	2	6	26	8	4	12	96	0	16	26	0
otu959	0	0	0	0	7	3	53	77	32	0	2	10	0
otu960	12	2	0	0	35	46	0	23	60	0	0	36	0
otu961	2	0	0	0	2	0	12	79	36	0	1	29	0
otu962	3	1	0	0	2	2	28	42	27	1	6	15	0
otu963	31	1	8	0	6	22	43	24	31	0	11	21	1
otu964	51	11	3	1	6	18	3	8	110	0	1	41	0
otu965	12	1	13	67	6	10	0	0	0	0	0	6	7
otu966	47	0	11	0	0	26	11	21	23	0	0	2	0
otu968	9	0	1	0	1	32	1	35	20	0	1	12	0
otu970	0	0	0	0	1	1	28	57	40	0	0	2	0
otu971	4	0	0	0	0	0	40	23	35	0	0	10	0
otu973	1	0	6	68	0	0	0	0	0	1	5	0	34
otu974	0	0	0	0	0	0	88	21	5	0	0	1	0
otu975	65	6	0	3	6	6	0	2	31	0	0	25	0
otu976	23	13	14	2	10	38	3	1	13	0	1	24	0
otu978	16	0	0	0	0	0	53	23	10	0	0	19	0
otu979	12	15	0	79	4	8	0	0	0	0	1	0	0
otu981	13	0	5	0	9	12	1	35	43	0	4	28	0
otu982	23	5	9	19	4	6	3	5	34	0	3	10	5
otu983	14	0	2	2	0	79	5	2	13	0	0	1	0
otu984	87	0	1	0	4	6	0	0	0	0	0	16	0
otu985	36	0	0	1	32	29	0	0	0	0	0	18	0
otu986	0	0	1	0	0	0	101	3	0	0	0	2	0
otu987	66	4	4	2	7	13	4	0	0	0	3	13	0
otu988	4	0	0	0	59	40	0	0	3	0	0	2	0
otu989	6	4	1	10	7	3	2	11	63	1	2	4	0
otu990	0	0	0	66	0	0	0	0	0	1	16	1	20
otu991	8	0	0	0	11	12	0	5	88	0	0	0	0
otu992	0	0	0	72	0	0	0	0	0	17	15	0	8
otu993	9	0	1	0	21	41	0	0	0	0	0	47	0
otu994	0	0	0	0	2	1	0	9	128	0	0	0	0
otu995	14	2	9	0	9	12	6	13	22	1	5	13	1
otu996	54	1	6	3	1	17	0	6	7	0	1	14	0
otu998	15	2	3	0	1	4	12	11	31	0	13	20	0
otu999	13	7	4	133	3	14	0	0	0	1	3	3	1
otu1000	25	0	6	4	17	2	0	15	11	0	14	30	0
otu1001	0	0	0	1	0	0	0	0	0	2	3	0	119
otu1002	16	1	2	3	26	20	3	9	31	2	40	70	0
otu1003	0	0	0	0	2	0	97	47	117	0	0	6	0
otu1004	1	0	0	0	0	0	0	48	75	0	0	0	0
otu1005	3	1	1	94	9	14	0	0	0	0	0	0	1
otu1007	1	0	2	0	2	0	37	23	32	0	1	20	0
otu1008	16	2	13	25	17	42	0	3	25	0	0	26	0
otu1009	49	25	15	1	1	14	0	0	0	0	0	0	0
otu1010	9	0	3	1	6	0	1	3	27	0	6	60	0
otu1011	19	8	10	7	22	28	0	2	2	0	2	21	0
otu1012	1	0	0	0	0	1	1	38	63	0	0	1	0
otu1013	6	1	2	0	39	53	0	2	4	0	0	12	0
otu1014	2	0	0	28	0	0	0	0	0	60	4	0	16
otu1015	5	1	7	25	0	1	0	0	0	1	7	9	53
otu1016	52	4	6	2	13	21	0	6	29	0	5	23	0
otu1017	21	0	0	1	1	0	39	14	24	0	3	20	0
otu1018	0	0	0	77	0	0	0	0	0	75	6	0	19
otu1019	3	0	12	149	2	0	0	1	9	0	0	6	5
otu1020	10	0	12	75	2	0	0	0	0	0	13	5	5
otu1021	92	9	3	0	0	0	0	0	0	0	0	0	0
otu1022	19	0	21	20	11	15	0	0	2	0	10	8	1
otu1023	13	0	1	3	6	25	0	9	17	2	15	22	0
otu1024	12	43	7	51	0	5	0	0	0	5	0	0	3
otu1025	54	1	3	1	3	1	2	25	45	0	11	25	2
otu1026	0	0	0	83	0	0	0	0	0	6	7	0	2
otu1028	1	0	0	100	0	0	0	0	0	5	0	0	3
otu1029	9	0	2	4	3	2	19	8	13	0	14	36	2
otu1030	28	58	6	4	0	9	0	0	0	0	0	0	0
otu1031	0	0	0	89	0	0	0	0	0	7	2	0	10
otu1032	25	4	7	0	7	22	0	1	7	0	4	38	0
otu1033	19	0	6	13	13	43	0	0	0	0	0	14	0
otu1034	0	0	0	2	1	0	53	17	35	0	0	2	0
otu1035	1	0	0	0	1	0	14	16	101	0	0	16	0
otu1036	22	38	0	6	5	23	0	0	0	0	5	19	0
otu1037	9	0	4	93	1	1	0	0	0	45	20	0	33
otu1038	0	0	0	0	40	34	0	0	0	0	0	29	0
otu1039	0	0	0	0	1	4	74	31	11	0	0	3	0
otu1040	0	0	2	42	0	0	0	0	0	13	4	2	40
otu1041	11	1	0	6	0	2	27	12	37	0	9	7	0
otu1042	12	3	1	1	4	2	3	17	30	0	12	19	0
otu1043	51	0	22	4	3	2	0	1	3	0	7	7	0
