domain	phylum	class	order	family	genus
otu3613	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3614	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3615	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3616	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu3617	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3618	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu3619	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3620	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu3621	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
otu3623	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified
otu3624	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3625	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Oceanospirillaceae	Neptuniibacter
otu3626	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu3627	Bacteria	TA06	TA06_unclassified	TA06_unclassified	TA06_unclassified	TA06_unclassified
otu3629	Bacteria	Proteobacteria	Epsilonproteobacteria	Campylobacterales	Campylobacteraceae	Arcobacter
otu3632	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3633	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3634	Bacteria	Proteobacteria	Gammaproteobacteria	NKB5	NKB5_unclassified	NKB5_unclassified
otu3635	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu3636	Bacteria	Proteobacteria	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified	Proteobacteria_unclassified
otu3638	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu3639	Bacteria	Proteobacteria	Gammaproteobacteria	BD7-8 marine group	BD7-8 marine group_unclassified	BD7-8 marine group_unclassified
otu3640	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3642	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu3643	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3644	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromusa
otu3645	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu3646	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	BD2-7
otu3647	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu3648	Bacteria	Planctomycetes	Pla4 lineage	Pla4 lineage_unclassified	Pla4 lineage_unclassified	Pla4 lineage_unclassified
otu3649	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu3650	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu3651	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3653	Bacteria	Chloroflexi	SAR202 clade	SAR202 clade_unclassified	SAR202 clade_unclassified	SAR202 clade_unclassified
otu3654	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu3655	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionI	FamilyI	FamilyI_unclassified
otu3656	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Owenweeksia
otu3657	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu3658	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3659	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu3660	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3661	Bacteria	Candidate division OD1	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified	Candidate division OD1_unclassified
otu3662	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu3663	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadales_unclassified	Desulfuromonadales_unclassified
otu3664	Bacteria	Firmicutes	Clostridia	Halanaerobiales	64K2	64K2_unclassified
otu3665	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deferrisoma
otu3668	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Flammeovirgaceae_unclassified
otu3669	Bacteria	Proteobacteria	Gammaproteobacteria	Order Incertae Sedis	Family Incertae Sedis	Marinicella
otu3671	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3672	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	Alteromonadaceae_unclassified
otu3673	Bacteria	Proteobacteria	Gammaproteobacteria	Oceanospirillales	Alcanivoracaceae	Kangiella
otu3674	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu3675	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes Incertae Sedis	PAUC43f marine benthic group	PAUC43f marine benthic group_unclassified
otu3676	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3677	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3678	Bacteria	Proteobacteria	Gammaproteobacteria	KI89A clade	KI89A clade_unclassified	KI89A clade_unclassified
otu3680	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
otu3681	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Nitrospinaceae	Nitrospina
otu3682	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu3683	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu3684	Bacteria	TA06	TA06_unclassified	TA06_unclassified	TA06_unclassified	TA06_unclassified
otu3686	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Thiotrichaceae	Thiotrichaceae_unclassified
otu3687	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bacteriovoracaceae	Deferrisoma
otu3688	Bacteria	Proteobacteria	Deltaproteobacteria	GR-WP33-30	GR-WP33-30_unclassified	GR-WP33-30_unclassified
otu3689	Bacteria	Candidate division TM7	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified
otu3690	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3691	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu3692	Bacteria	Planctomycetes	Pla3 lineage	Pla3 lineage_unclassified	Pla3 lineage_unclassified	Pla3 lineage_unclassified
otu3693	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu3694	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3695	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3696	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu3697	Bacteria	Firmicutes	Clostridia	Clostridiales	Family XII	Fusibacter
otu3698	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Ectothiorhodospiraceae	Acidiferrobacter
otu3700	Bacteria	Proteobacteria	Alphaproteobacteria	OCS116 clade	OCS116 clade_unclassified	OCS116 clade_unclassified
otu3701	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3703	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu3705	Bacteria	Proteobacteria	Gammaproteobacteria	Alteromonadales	Alteromonadaceae	OM60(NOR5) clade
otu3706	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
otu3707	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Winogradskyella
otu3708	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Schleiferiaceae	Schleiferia
otu3709	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriales_unclassified	Flavobacteriales_unclassified
otu3710	Bacteria	Proteobacteria	Gammaproteobacteria	Sva0071	Sva0071_unclassified	Sva0071_unclassified
otu3711	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbaceae_unclassified
otu3712	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu3713	Bacteria	Planctomycetes	OM190	OM190_unclassified	OM190_unclassified	OM190_unclassified
otu3714	Bacteria	Deferribacteres	Deferribacteres	Deferribacterales	Deferribacterales Incertae Sedis	Caldithrix
otu3715	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu3716	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3717	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3718	Bacteria	Bacteroidetes	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified	Bacteroidetes_unclassified
otu3719	Bacteria	Planctomycetes	Phycisphaerae	CCM11a	CCM11a_unclassified	CCM11a_unclassified
otu3720	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	Xanthomonadales_unclassified	Xanthomonadales_unclassified
otu3721	Bacteria	Proteobacteria	Gammaproteobacteria	Xanthomonadales	JTB255 marine benthic group	JTB255 marine benthic group_unclassified
otu3722	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3723	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu3724	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	NS10 marine group
otu3725	Bacteria	Acidobacteria	Acidobacteria	Subgroup 17	Subgroup 17_unclassified	Subgroup 17_unclassified
otu3726	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3727	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobulbaceae	Desulfobulbus
otu3728	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3729	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu3730	Bacteria	Firmicutes	Clostridia	Clostridiales	Clostridiaceae 1	Clostridium sensu stricto 1
otu3733	Bacteria	Acidobacteria	Holophagae	Subgroup 23	Subgroup 23_unclassified	Subgroup 23_unclassified
otu3734	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3735	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Rhodopirellula
otu3736	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3737	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu3738	Bacteria	Planctomycetes	vadinHA49	vadinHA49_unclassified	vadinHA49_unclassified	vadinHA49_unclassified
otu3739	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	Pelagicoccus
otu3740	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	OM27 clade
otu3741	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Desulfobacteraceae_unclassified
otu3743	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Defluviicoccus
otu3744	Bacteria	Candidate division TM7	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified	Candidate division TM7_unclassified
otu3745	Bacteria	Proteobacteria	Gammaproteobacteria	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified	Gammaproteobacteria_unclassified
otu3746	Bacteria	Proteobacteria	Alphaproteobacteria	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified	Alphaproteobacteria_unclassified
otu3747	Bacteria	Firmicutes	Clostridia	Clostridiales	Defluviitaleaceae	Defluviitaleaceae_unclassified
otu3749	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	Verrucomicrobiaceae	Roseibacillus
otu3750	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu3752	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Pir4 lineage
otu3754	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	SEEP-SRB1
otu3756	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3757	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
otu3758	Bacteria	Gemmatimonadetes	Gemmatimonadetes	Gemmatimonadetes Incertae Sedis	PAUC43f marine benthic group	PAUC43f marine benthic group_unclassified
otu3759	Bacteria	Proteobacteria	Alphaproteobacteria	Rhizobiales	Phyllobacteriaceae	Phyllobacteriaceae_unclassified
otu3760	Bacteria	Proteobacteria	Deltaproteobacteria	Bdellovibrionales	Bdellovibrionaceae	Bdellovibrio
otu3761	Bacteria	Verrucomicrobia	Verrucomicrobiae	Verrucomicrobiales	DEV007	DEV007_unclassified
otu3764	Bacteria	Planctomycetes	Pla4 lineage	Pla4 lineage_unclassified	Pla4 lineage_unclassified	Pla4 lineage_unclassified
otu3766	Bacteria	Proteobacteria	Gammaproteobacteria	Thiotrichales	Piscirickettsiaceae	endosymbionts
otu3767	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3768	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3769	Bacteria	Acidobacteria	Holophagae	Subgroup 10	CA002	CA002_unclassified
otu3772	Bacteria	Planctomycetes	Phycisphaerae	mle1-8	mle1-8_unclassified	mle1-8_unclassified
otu3773	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodobacterales	Rhodobacteraceae	Rhodobacteraceae_unclassified
otu3774	Bacteria	Acidobacteria	Holophagae	Subgroup 10	Sva0725	Sva0725_unclassified
otu3775	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu3776	Bacteria	Cyanobacteria	Cyanobacteria	SubsectionIII	FamilyI	FamilyI_unclassified
otu3777	Bacteria	Actinobacteria	Acidimicrobiia	Acidimicrobiales	Acidimicrobiaceae	Acidimicrobiaceae_unclassified
otu3778	Bacteria	Proteobacteria	Alphaproteobacteria	Parvularculales	Parvularculaceae	Parvularcula
otu3779	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfarculales	Desulfarculaceae	Desulfarculaceae_unclassified
otu3780	Bacteria	Proteobacteria	Alphaproteobacteria	Rhodospirillales	Rhodospirillaceae	Rhodospirillaceae_unclassified
otu3781	Bacteria	Acidobacteria	Subgroup 26	Subgroup 26_unclassified	Subgroup 26_unclassified	Subgroup 26_unclassified
otu3782	Bacteria	Acidobacteria	Acidobacteria	Subgroup 9	Subgroup 9_unclassified	Subgroup 9_unclassified
otu3784	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacteriaceae_unclassified
otu3785	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfobacterales	Desulfobacteraceae	Sva0081 sediment group
otu3786	Bacteria	Candidate division WS3	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified	Candidate division WS3_unclassified
otu3787	Bacteria	Proteobacteria	Deltaproteobacteria	Sh765B-TzT-29	Sh765B-TzT-29_unclassified	Sh765B-TzT-29_unclassified
otu3788	Bacteria	Gemmatimonadetes	Gemmatimonadetes	BD2-11 terrestrial group	BD2-11 terrestrial group_unclassified	BD2-11 terrestrial group_unclassified
otu3789	Bacteria	Bacteroidetes	Cytophagia	Cytophagales	Flammeovirgaceae	Reichenbachiella
otu3790	Bacteria	Acidobacteria	Subgroup 26	Subgroup 26_unclassified	Subgroup 26_unclassified	Subgroup 26_unclassified
otu3791	Bacteria	Proteobacteria	Deltaproteobacteria	Myxococcales	Myxococcales_unclassified	Myxococcales_unclassified
otu3792	Bacteria	Chloroflexi	Caldilineae	Caldilineales	Caldilineaceae	Caldilineaceae_unclassified
otu3793	Bacteria	Bacteroidetes	BD2-2	BD2-2_unclassified	BD2-2_unclassified	BD2-2_unclassified
otu3794	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3796	Bacteria	Lentisphaerae	R76-B128	R76-B128_unclassified	R76-B128_unclassified	R76-B128_unclassified
otu3798	Bacteria	Chloroflexi	Anaerolineae	Anaerolineales	Anaerolineaceae	Anaerolineaceae_unclassified
otu3799	Bacteria	Acidobacteria	Acidobacteria	Subgroup 9	Subgroup 9_unclassified	Subgroup 9_unclassified
otu3801	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3802	Bacteria	Proteobacteria	Gammaproteobacteria	Chromatiales	Chromatiaceae	Nitrosococcus
otu3803	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Saprospiraceae	Saprospiraceae_unclassified
otu3804	Bacteria	Spirochaetae	Spirochaetes	Spirochaetales	Spirochaetaceae	Spirochaeta
otu3805	Bacteria	Proteobacteria	Deltaproteobacteria	Desulfuromonadales	Desulfuromonadaceae	Desulfuromonadaceae_unclassified
otu3806	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3807	Bacteria	Acidobacteria	Subgroup 22	Subgroup 22_unclassified	Subgroup 22_unclassified	Subgroup 22_unclassified
otu3808	Bacteria	Planctomycetes	Planctomycetacia	Planctomycetales	Planctomycetaceae	Planctomycetaceae_unclassified
