S12	S1	S2	S31	S32	S4	S56	S5	S6	SA	SB	SG	SR
otu9049	0	0	0	0	0	0	0	0	3	0	0	2	0
otu9050	1	0	0	0	1	0	0	3	5	0	0	0	0
otu9051	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9052	0	0	0	0	0	0	0	0	0	0	0	0	4
otu9054	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9056	0	0	0	0	0	0	0	4	0	0	0	0	0
otu9060	1	0	1	0	0	0	0	1	0	0	0	0	0
otu9062	0	0	0	4	0	0	0	0	0	0	0	0	0
otu9064	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9065	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9066	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9067	0	0	0	0	0	0	0	2	1	0	0	0	0
otu9068	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9069	0	0	0	0	0	0	4	1	0	0	0	0	0
otu9071	2	1	0	0	0	0	0	0	0	0	0	0	0
otu9072	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9074	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9076	0	0	0	0	1	1	0	0	0	0	0	0	0
otu9077	0	2	1	0	0	0	0	0	0	0	0	0	0
otu9081	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9086	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9087	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9088	0	0	0	0	0	0	1	1	0	0	0	3	0
otu9090	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9092	0	0	0	0	0	0	0	6	1	0	0	0	0
otu9094	0	4	0	0	0	0	0	0	0	0	0	0	0
otu9097	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9098	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9100	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9101	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9104	0	0	0	0	0	0	0	4	2	0	0	0	0
otu9106	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9108	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9109	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9110	4	0	1	0	0	0	0	0	0	0	0	0	0
otu9114	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9115	0	0	0	0	0	0	0	0	0	2	0	0	0
otu9119	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9122	2	0	0	0	0	2	0	0	0	0	0	0	0
otu9123	0	0	0	0	0	0	0	0	0	0	4	0	0
otu9127	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9128	0	0	0	0	0	3	0	0	0	0	0	0	0
otu9130	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9131	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9132	0	0	0	0	0	0	1	1	0	0	0	0	0
otu9133	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9134	0	0	0	3	0	0	0	0	0	0	1	0	0
otu9136	1	0	2	0	0	0	0	0	0	0	0	0	0
otu9137	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9145	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9147	0	0	3	0	0	0	0	0	0	0	0	0	0
otu9148	0	0	0	0	0	0	0	0	0	0	0	4	0
otu9151	0	0	0	0	0	0	0	0	0	2	0	0	0
otu9155	1	1	0	1	0	0	0	1	0	0	0	0	0
otu9156	0	0	0	0	0	0	0	0	5	0	0	0	0
otu9161	0	0	0	0	0	0	0	0	1	0	0	1	0
otu9163	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9164	0	0	0	0	1	0	0	0	2	0	0	0	0
otu9166	0	0	0	0	0	0	0	0	0	0	0	3	0
otu9168	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9170	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9171	0	0	0	0	0	3	0	0	0	0	0	0	0
otu9173	0	0	0	0	0	0	0	0	0	0	0	0	2
otu9177	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9178	0	4	0	0	0	0	0	0	0	0	0	0	0
otu9185	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9187	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9191	0	0	0	0	0	0	0	0	0	0	0	0	2
otu9193	0	0	0	0	4	0	0	0	0	0	0	0	0
otu9195	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9197	0	0	0	5	0	0	0	0	0	0	0	0	0
otu9198	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9200	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9206	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9208	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9211	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9214	0	0	0	1	0	0	0	0	0	0	0	0	1
otu9215	0	0	3	0	0	0	0	0	0	0	0	0	0
otu9220	3	0	0	0	0	0	0	0	0	0	0	0	0
otu9222	0	0	0	0	0	0	1	0	1	0	0	0	0
otu9224	0	0	0	0	0	0	0	0	3	0	0	0	0
otu9229	0	0	0	1	0	0	0	0	0	1	0	0	1
otu9231	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9233	0	0	0	0	3	0	0	0	0	0	0	2	0
otu9237	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9238	0	0	0	0	0	1	0	0	0	0	0	1	0
otu9241	0	0	0	0	0	0	1	1	0	0	0	0	0
otu9243	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9244	0	0	0	0	0	4	0	0	1	0	0	0	0
otu9245	0	0	0	0	1	0	0	0	0	0	0	2	0
otu9248	0	0	0	0	0	4	0	0	0	0	0	0	0
otu9249	0	0	0	0	1	0	0	0	0	0	0	1	0
otu9251	0	0	0	0	0	0	0	1	0	0	0	1	0
otu9252	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9258	0	0	2	0	0	0	0	0	13	0	0	0	0
otu9262	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9263	0	0	0	0	0	0	0	0	12	0	0	0	0
otu9269	0	0	0	0	0	0	0	4	0	0	0	0	0
otu9271	0	0	0	0	0	0	0	0	0	0	0	0	3
otu9277	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9278	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9279	5	0	0	0	0	0	0	0	0	0	0	0	0
otu9280	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9281	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9282	0	0	0	0	0	0	0	4	0	0	0	0	0
otu9284	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9287	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9291	1	2	0	0	0	0	0	0	0	0	0	0	0
otu9293	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9296	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9297	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9300	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9302	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9303	0	0	0	0	1	1	0	0	0	0	0	0	0
otu9307	0	1	0	0	0	2	0	0	0	0	0	0	0
otu9308	0	0	0	0	0	4	0	0	0	0	0	0	0
otu9309	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9312	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9326	0	0	0	0	0	0	0	0	0	0	0	0	2
otu9329	0	0	0	0	5	0	0	0	0	0	0	0	0
otu9330	0	0	0	0	0	0	0	5	0	0	0	0	0
otu9334	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9336	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9338	0	0	1	4	0	0	0	0	0	0	0	0	1
otu9341	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9346	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9347	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9348	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9349	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9350	1	0	0	0	1	0	0	0	0	0	0	0	0
otu9354	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9359	0	0	0	5	0	0	0	0	0	0	0	0	0
otu9362	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9365	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9367	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9371	0	0	0	0	0	0	0	0	0	0	0	0	4
otu9373	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9376	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9381	0	0	0	0	0	0	0	0	0	2	0	0	0
otu9383	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9384	0	0	0	0	0	0	0	0	3	0	0	0	0
otu9386	0	0	0	0	0	0	0	2	2	0	0	0	0
otu9388	0	0	0	0	0	0	0	4	0	0	0	0	0
otu9394	0	0	0	0	0	0	0	0	0	0	1	0	1
otu9395	0	0	0	0	0	0	0	0	0	0	1	1	0
otu9397	0	0	0	0	0	2	0	0	0	0	0	1	0
otu9398	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9400	0	0	0	0	0	0	0	0	3	0	0	0	0
otu9402	1	1	0	0	0	0	0	0	0	0	0	0	0
otu9403	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9416	1	0	0	2	0	0	0	0	0	0	1	0	1
otu9417	0	0	0	0	0	0	0	0	0	0	6	0	0
otu9418	0	0	0	0	0	0	0	3	1	0	0	0	0
otu9420	0	0	0	0	3	0	0	0	0	0	0	0	0
otu9424	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9428	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9429	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9431	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9433	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9434	0	0	0	0	1	0	0	0	2	0	0	0	0
otu9437	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9440	3	0	0	0	0	0	0	0	0	0	0	0	0
otu9443	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9459	1	0	0	1	0	0	0	0	0	0	0	0	0
otu9460	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9461	5	0	0	0	0	0	0	0	0	0	0	0	0
otu9463	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9469	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9471	0	0	0	1	0	0	0	0	0	1	0	0	0
otu9473	0	0	0	0	0	0	0	0	7	0	0	0	0
otu9474	0	0	1	0	0	0	0	3	0	0	0	0	0
otu9476	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9477	0	0	0	0	0	0	6	0	0	0	0	0	0
otu9478	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9479	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9480	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9481	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9483	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9484	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9489	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9495	0	0	1	0	0	1	0	0	0	0	0	0	0
otu9497	0	0	0	0	0	0	0	0	0	5	0	0	0
otu9500	3	0	0	0	0	0	0	0	0	0	0	0	0
otu9501	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9503	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9504	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9505	0	3	0	0	0	0	0	0	0	0	0	0	0
otu9508	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9514	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9515	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9516	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9519	0	0	0	0	3	0	0	0	0	0	0	3	0
otu9520	0	1	0	0	1	0	0	0	0	0	0	0	0
otu9523	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9526	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9527	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9528	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9531	1	0	0	0	0	0	0	0	0	0	1	0	0
otu9537	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9539	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9542	0	0	0	0	0	0	0	2	3	0	0	0	0
otu9548	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9549	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9551	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9553	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9556	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9558	0	0	0	0	1	0	0	0	2	0	0	0	0
otu9559	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9562	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9564	0	0	0	0	0	0	0	0	4	0	0	0	0
otu9565	0	0	0	0	5	1	0	0	0	0	0	0	0
otu9571	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9573	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9574	0	0	0	5	0	0	0	0	0	0	0	0	0
otu9580	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9581	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9583	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9587	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9588	3	0	1	0	0	0	0	1	0	0	0	0	0
otu9590	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9593	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9594	0	0	0	4	0	0	0	0	0	0	0	0	0
otu9603	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9605	0	0	0	5	0	0	0	0	0	0	0	0	0
otu9607	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9608	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9612	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9613	0	0	0	0	0	0	1	1	0	0	0	0	0
otu9614	1	0	0	0	0	0	0	0	0	0	0	1	0
otu9615	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9618	0	0	0	0	4	0	0	0	0	0	0	0	0
otu9622	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9626	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9627	3	0	0	0	0	0	0	0	4	0	0	0	0
otu9628	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9629	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9631	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9633	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9634	0	0	0	0	0	0	0	5	0	0	0	1	0
otu9636	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9638	0	0	0	0	0	0	0	6	0	0	0	0	0
otu9641	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9643	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9645	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9646	0	1	0	0	1	0	0	0	0	0	0	0	0
otu9648	0	0	0	0	0	0	1	3	0	0	0	0	0
otu9649	0	0	0	0	0	0	0	0	3	0	0	0	0
otu9652	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9653	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9654	0	0	1	0	0	0	0	2	0	0	0	0	0
otu9655	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9659	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9661	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9663	0	0	0	0	1	0	0	0	0	0	0	1	0
otu9666	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9667	1	0	0	0	0	0	0	0	0	0	0	1	0
otu9669	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9670	0	0	0	0	1	0	0	0	4	0	0	0	0
otu9672	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9673	0	0	0	0	0	3	0	0	0	0	0	0	0
otu9674	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9675	0	0	0	0	1	0	0	1	0	0	0	0	0
otu9676	0	0	0	0	1	0	0	1	0	0	0	0	0
otu9679	0	0	0	0	0	0	0	1	5	0	0	0	0
otu9680	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9681	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9683	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9688	0	0	0	0	0	0	0	2	1	0	0	2	0
otu9690	2	0	0	0	0	0	0	0	1	0	0	0	0
otu9693	0	0	0	4	0	0	0	0	0	0	0	0	0
otu9694	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9695	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9698	2	0	0	0	0	0	0	0	0	0	0	1	0
otu9699	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9700	0	0	0	0	0	0	0	4	4	0	0	0	0
otu9701	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9706	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9708	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9714	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9715	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9721	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9724	1	0	1	5	0	0	0	0	0	0	0	0	0
otu9725	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9726	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9728	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9730	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9731	0	0	0	0	0	0	0	0	0	0	2	2	0
otu9733	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9735	3	1	0	0	0	0	0	0	0	0	0	0	0
otu9738	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9741	0	0	0	0	0	0	0	0	0	0	1	3	0
otu9745	1	0	0	0	0	0	0	0	2	0	0	0	0
otu9748	0	3	0	0	0	0	0	0	0	0	0	0	0
otu9750	0	0	0	0	0	0	0	3	1	0	0	0	0
otu9751	0	0	0	0	1	0	0	0	0	0	2	0	0
otu9754	0	0	0	0	0	0	0	0	3	0	0	3	0
otu9755	0	0	3	0	0	0	0	0	0	0	0	0	0
otu9760	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9762	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9765	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9766	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9767	0	0	0	0	0	0	0	0	0	0	0	0	2
otu9768	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9769	0	0	0	0	0	0	0	3	0	0	0	1	0
otu9771	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9772	0	0	0	0	0	0	0	0	0	0	2	0	0
otu9773	0	4	0	0	0	0	0	0	0	0	0	0	0
otu9775	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9777	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9778	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9782	0	0	0	0	1	0	0	0	2	0	0	0	0
otu9783	0	0	0	0	0	0	0	0	6	0	0	0	0
otu9787	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9789	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9793	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9795	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9796	0	0	3	0	0	0	0	0	0	0	0	0	0
otu9798	0	1	0	0	0	0	0	2	0	0	0	0	0
otu9799	2	0	0	0	1	0	0	0	0	0	0	0	0
otu9800	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9802	0	0	0	0	3	0	0	0	0	0	0	0	0
otu9803	0	0	0	0	0	0	0	0	0	0	4	0	0
otu9808	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9810	1	0	0	0	0	0	0	1	0	0	0	0	0
otu9812	0	0	0	0	0	0	0	0	0	3	0	0	0
otu9815	7	0	0	0	0	0	0	0	0	0	0	0	0
otu9817	0	0	0	0	0	0	0	0	3	0	0	0	0
otu9818	0	0	0	0	0	1	0	1	0	0	0	0	0
otu9819	0	0	0	0	0	0	3	1	0	0	0	0	0
otu9822	0	0	0	0	0	0	0	0	0	0	0	2	0
otu9823	0	0	0	0	0	0	0	3	3	0	0	1	0
otu9827	0	0	0	0	1	0	0	0	0	0	0	2	0
otu9829	0	0	0	0	0	0	0	0	1	0	0	2	0
otu9831	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9838	0	0	0	0	0	0	3	0	0	0	0	0	0
otu9840	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9844	0	3	1	0	0	0	0	0	0	0	0	0	0
otu9852	0	0	0	0	0	0	0	5	0	0	0	0	0
otu9853	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9854	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9855	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9857	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9861	0	0	0	0	0	0	0	0	5	0	0	0	0
otu9863	0	0	0	0	0	1	0	0	0	0	1	0	0
otu9866	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9868	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9869	2	0	0	0	1	0	0	0	0	0	0	0	0
otu9870	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9874	0	0	0	0	0	0	0	0	2	0	2	0	0
otu9879	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9880	0	0	0	0	3	1	0	0	0	0	0	0	0
otu9881	0	0	0	0	0	0	0	3	4	0	0	0	0
otu9882	0	0	0	0	0	3	0	0	0	0	0	0	0
otu9884	0	0	0	3	0	0	0	0	0	0	0	0	0
otu9886	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9892	0	2	0	0	0	2	0	0	0	0	0	0	0
otu9894	3	0	0	0	0	0	0	0	0	0	0	0	0
otu9895	2	0	1	0	0	0	0	0	0	0	0	0	0
otu9896	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9898	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9904	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9905	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9906	0	0	0	0	0	0	0	0	0	0	3	0	0
otu9909	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9911	0	0	0	0	0	0	0	2	0	0	0	2	0
otu9914	0	0	0	0	3	0	0	0	0	0	0	0	0
otu9918	0	0	0	0	0	0	0	2	5	0	0	2	0
otu9920	0	0	0	0	0	0	0	3	0	0	0	0	0
otu9922	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9923	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9930	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9932	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9938	0	0	0	5	0	0	0	0	0	0	0	0	0
otu9940	0	0	0	0	0	0	0	5	1	0	0	0	0
otu9942	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9945	2	0	0	0	0	0	0	0	0	0	0	0	0
otu9948	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9949	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9951	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9953	0	0	0	0	0	0	0	0	2	0	0	0	0
otu9958	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9959	0	0	0	0	4	0	0	0	0	0	0	0	0
otu9960	0	0	2	0	0	0	0	0	0	0	0	0	0
otu9962	0	0	0	2	0	0	0	0	0	0	0	0	0
otu9963	0	0	0	0	0	0	0	1	0	0	1	0	0
otu9973	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9974	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9976	0	2	0	0	0	0	0	0	0	0	0	0	0
otu9979	0	0	0	0	2	0	0	0	0	0	0	0	0
otu9980	0	0	0	0	0	2	0	0	0	0	0	0	0
otu9983	0	0	0	0	0	0	0	0	1	0	0	1	0
otu9984	0	4	0	0	0	0	0	0	0	0	0	0	0
otu9985	0	0	0	0	0	0	1	2	0	0	0	1	0
otu9986	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9987	0	0	0	0	0	0	0	2	0	0	0	0	0
otu9988	0	0	0	0	0	0	2	0	0	0	0	0	0
otu9989	0	0	0	0	1	0	0	0	1	0	0	0	0
otu9991	4	0	0	0	0	0	0	0	0	0	0	0	0
otu9992	1	0	0	0	0	0	4	1	1	0	5	0	1
otu9993	0	0	0	0	0	0	0	2	2	0	0	0	0
otu9996	0	0	0	4	0	0	0	0	0	0	0	0	0
otu9999	0	0	0	0	2	0	0	0	0	0	0	0	0
otu10000	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10001	0	0	0	0	0	0	1	2	0	0	0	0	0
otu10002	0	0	0	2	2	0	0	0	0	5	0	0	1
otu10003	0	0	2	0	0	0	0	0	0	0	0	0	0
otu10005	0	0	0	0	0	0	0	0	0	0	0	2	0
otu10009	0	0	0	0	2	2	0	0	0	0	0	0	0
otu10010	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10014	0	0	0	0	0	0	0	0	3	0	0	0	0
otu10016	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10017	0	0	0	0	0	0	2	0	0	0	0	0	0
otu10018	0	0	0	0	0	0	0	4	0	0	0	0	0
otu10019	0	1	1	0	0	0	0	0	0	0	0	0	0
otu10020	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10024	0	0	2	0	0	0	0	0	0	0	0	0	0
otu10032	0	0	0	0	0	0	0	0	0	0	4	0	0
otu10033	0	0	2	0	1	0	0	0	0	0	0	0	0
otu10036	0	0	0	0	2	0	0	0	0	0	0	0	0
otu10037	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10040	0	0	2	0	0	0	0	0	0	0	0	0	0
otu10044	0	0	0	1	0	0	0	0	0	0	0	0	1
otu10050	0	0	0	0	0	0	0	0	2	0	0	0	0
otu10054	0	0	0	0	4	0	0	0	0	0	0	0	0
otu10055	0	0	0	0	0	0	0	2	1	0	0	0	0
otu10057	0	0	0	0	0	0	0	1	4	0	0	0	0
otu10059	0	0	0	0	0	0	1	0	1	0	0	0	0
otu10060	0	0	0	0	0	3	0	0	0	0	0	0	0
otu10067	0	0	0	0	0	2	0	0	0	0	0	0	0
otu10071	0	2	0	0	0	0	0	0	0	0	0	0	0
otu10075	0	0	0	0	0	0	0	0	2	0	0	0	0
otu10076	0	0	0	2	0	0	0	0	0	0	0	0	0
otu10078	0	0	0	0	0	2	0	0	0	0	0	0	0
otu10079	0	2	0	0	0	0	0	0	0	0	0	0	0
otu10080	2	0	0	0	0	0	0	0	0	0	0	0	0
otu10085	0	0	0	0	0	4	0	0	0	0	0	0	0
otu10086	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10095	0	0	0	0	0	0	0	0	2	0	0	0	0
otu10097	0	0	0	0	0	1	0	0	1	0	0	0	0
otu10098	2	0	0	0	0	0	0	0	0	0	0	0	0
otu10099	0	0	0	0	0	0	0	4	0	0	0	0	0
otu10100	2	0	0	0	0	0	0	0	0	0	0	0	0
otu10102	0	0	0	0	0	0	1	0	0	0	3	0	0
otu10105	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10106	0	0	0	0	0	0	0	3	0	0	0	0	0
otu10108	5	0	0	0	0	0	0	1	0	0	0	0	0
otu10112	0	0	0	1	0	0	0	0	0	0	0	1	0
otu10115	0	0	0	0	0	0	0	2	0	0	0	0	0
otu10116	0	0	0	0	0	0	0	0	0	0	0	0	3
otu10121	2	0	0	0	0	0	0	0	0	0	0	0	0
